quoteid,quote_no,no_pax,adults,children,infants,calculated_pax
2350200,TDU31087,7,7,2,0,9
2350202,TDU25556G,35,40,0,0,40
2350221,TDU31102,9,9,2,0,11
2350223,TDU31104,2,2,1,0,3
2350229,TDU25566G,16,12,7,0,19
2350235,TDU31110,3,3,1,0,4
2350237,TDU31111,3,3,1,0,4
2350239,TDU31113,2,2,1,0,3
2350250,TDU31123,5,5,0,1,6
2350260,TDU31131,3,2,2,0,4
2350261,TDU25572G,18,14,0,0,14
2350268,TDU25574G,5,9,7,1,17
2350269,TDU31137,8,12,0,0,12
2350271,TDU31139,5,4,3,1,8
2350274,TDU25576G,8,12,0,0,12
2350284,TDU31147,3,2,2,0,4
2350285,TDU31148,4,4,2,0,6
2350288,TDU25581G,13,13,3,0,16
2350290,TDU31150,6,4,4,0,8
2350294,TDU31153,2,2,1,0,3
2350300,TDU31157,2,2,1,0,3
2350310,TDU25590G,30,25,0,0,25
2350337,TDU31181,2,2,2,0,4
2350338,TDU31182,8,6,4,0,10
2350339,TDU31183,2,2,1,0,3
2350340,TDU25599G,45,40,0,0,40
2350342,TDU31184,2,2,0,1,3
2350344,TDU31186,8,8,3,0,11
2350352,TDU31189,3,3,1,0,4
2350356,TDU31193,6,4,3,0,7
2350370,TDU31204,2,2,1,0,3
2350375,TDU25609G,9,9,2,0,11
2350389,TDU31221,6,6,1,0,7
2350393,TDU31224,6,6,5,0,11
2350408,TDU31229,2,2,0,1,3
2350411,TDU31232,3,3,0,1,4
2350416,TDU25615G,9,6,5,0,11
2350419,TDU25616G,10,10,2,0,12
2350421,TDU31239,2,2,1,0,3
2350427,TDU31244,7,7,1,0,8
2350428,TDU31245,2,2,1,0,3
2350431,TDU25620G,42,44,0,0,44
2350432,TDU31246,3,3,1,0,4
2350437,TDU31248,9,6,5,0,11
2350442,TDU31251,6,6,1,0,7
2350454,TDU31259,4,3,2,0,5
2350460,TDU31264,6,4,4,0,8
2350476,TDU31276,3,2,2,0,4
2350477,TDU31277,5,5,1,1,7
2350479,TDU31278,9,9,1,0,10
2350480,TDU25636G,30,40,0,0,40
2350507,TDU31302,7,7,2,0,9
2350511,TDU31305,2,3,0,0,3
2350514,TDU31308,2,2,0,1,3
2350520,TDU25644G,60,61,3,0,64
2350523,TDU31313,8,8,2,0,10
2350529,TDU31319,3,3,1,0,4
2350538,TDU25646G,7,6,2,0,8
2350539,TDU31327,9,7,4,0,11
2350551,TDU31336,2,2,1,0,3
2350553,TDU31338,4,4,2,0,6
2350557,TDU31340,5,4,2,0,6
2350558,TDU25652G,9,7,4,0,11
2350562,TDU31343,2,2,1,0,3
2350572,TDU31352,6,6,1,0,7
2350577,TDU31356,5,4,2,0,6
2350578,TDU31357,3,2,2,0,4
2350596,TDU25657G,24,24,2,1,27
2350608,TDU31381,9,8,3,0,11
2350625,TDU25667G,31,24,1,0,25
2350628,TDU25670G,29,37,0,0,37
2350657,TDU31417,2,2,0,1,3
2350661,TDU31421,3,3,1,0,4
2350680,TDU31440,3,3,2,0,5
2350681,TDU31441,4,4,2,0,6
2350682,TDU31442,9,8,2,1,11
2350683,TDU31443,5,4,3,0,7
2350697,TDU31453,9,8,2,1,11
2350726,TDU31472,3,2,2,0,4
2350729,TDU31474,3,2,2,0,4
2350736,TDU31481,4,4,1,1,6
2350743,TDU31488,4,4,2,0,6
2350747,TDU25691G,59,58,2,1,61
2350750,TDU25692G,59,58,2,1,61
2350760,TDU25696G,72,70,2,1,73
2350761,TDU25697G,72,70,2,1,73
2350762,TDU25698G,72,70,2,1,73
2350766,TDU31500,5,4,2,0,6
2350767,TDU25701G,29,28,2,2,32
2350768,TDU25702G,60,59,1,1,61
2350769,TDU25703G,70,70,2,1,73
2350774,TDU25705G,64,63,2,1,66
2350776,TDU25706G,13,13,2,0,15
2350781,TDU31508,5,4,2,0,6
2350791,TDU31518,5,4,3,0,7
2350799,TDU25709G,30,30,1,1,32
2350808,TDU25712G,60,58,3,1,62
2350812,TDU31534,8,7,2,0,9
2350814,TDU31536,2,2,1,0,3
2350873,TDU31577,4,4,1,0,5
2350875,TDU25731G,15,15,2,0,17
2350876,TDU31579,2,1,0,0,1
2350895,TDU31590,4,4,1,0,5
2350901,TDU31594,4,3,2,0,5
2350904,TDU31596,4,4,1,0,5
2350916,TDU31608,3,2,2,0,4
2350918,TDU31610,3,2,2,0,4
2350928,TDU25746G,59,58,2,0,60
2350945,TDU31625,4,4,1,0,5
2350960,TDU31634,7,6,3,0,9
2350990,TDU25769G,12,10,0,0,10
2350995,TDU31657,6,6,1,0,7
2351004,TDU31664,3,3,1,0,4
2351010,TDU25775G,15,13,3,1,17
2351012,TDU31671,3,2,2,0,4
2351027,TDU31682,4,4,1,0,5
2351036,TDU25783G,19,15,1,0,16
2351050,TDU31699,2,2,1,0,3
2351062,TDU31708,3,2,1,1,4
2351067,TDU31713,6,6,3,0,9
2351068,TDU31714,4,2,0,0,2
2351073,TDU31719,6,6,1,0,7
2351077,TDU25790G,10,10,1,0,11
2351078,TDU31722,3,3,1,0,4
2351080,TDU31724,2,2,1,0,3
2351085,TDU31729,3,2,2,0,4
2351091,TDU31735,2,2,0,1,3
2351097,TDU31739,3,3,1,0,4
2351110,TDU31748,2,3,0,0,3
2351117,TDU31753,2,2,1,0,3
2351128,TDU31759,2,2,1,0,3
2351134,TDU31764,2,2,1,0,3
2351140,TDU31769,2,2,1,0,3
2351143,TDU31772,3,3,1,0,4
2351146,TDU25808G,38,37,2,0,39
2351147,TDU25809G,38,37,2,0,39
2351151,TDU25812G,12,14,0,0,14
2351153,TDU25814G,12,14,0,0,14
2351160,TDU31780,5,5,0,1,6
2351168,TDU25819G,18,17,0,0,17
2351199,TDU31804,2,2,1,0,3
2351225,TDU31823,2,3,0,0,3
2351226,TDU31824,10,8,0,0,8
2351243,TDU25846G,20,10,0,0,10
2351250,TDU31833,2,2,1,0,3
2351252,TDU31834,2,2,1,0,3
2351253,TDU31835,3,10,0,0,10
2351254,TDU31836,3,2,0,0,2
2351256,TDU25854G,20,25,0,0,25
2351260,TDU31839,6,3,0,0,3
2351277,TDU31850,2,2,1,0,3
2351278,TDU31851,5,5,1,0,6
2351279,TDU31852,2,2,1,1,4
2351281,TDU31854,5,5,1,0,6
2351284,TDU25863G,40,20,0,0,20
2351297,TDU31864,3,5,0,0,5
2351298,TDU31865,3,6,2,0,8
2351300,TDU31867,6,6,2,0,8
2351306,TDU31873,6,6,2,0,8
2351310,TDU25869G,30,29,0,0,29
2351311,TDU25870G,34,27,0,0,27
2351312,TDU31876,3,2,2,0,4
2351313,TDU31877,2,2,1,1,4
2351315,TDU25872G,31,30,2,0,32
2351323,TDU31884,2,2,0,1,3
2351330,TDU31887,3,3,0,1,4
2351334,TDU31891,2,2,1,0,3
2351345,TDU31900,2,2,1,0,3
2351348,TDU25880G,13,15,0,0,15
2351350,TDU31904,2,2,1,0,3
2351362,TDU31914,3,1,1,0,2
2351369,TDU31921,2,2,1,0,3
2351374,TDU25883G,40,20,1,0,21
2351385,TDU31932,6,6,2,0,8
2351393,TDU31936,6,5,2,1,8
2351398,TDU31941,2,2,1,1,4
2351407,TDU31947,5,4,1,2,7
2351412,TDU25897G,20,25,0,0,25
2351419,TDU31954,10,7,3,1,11
2351424,TDU31957,3,3,1,0,4
2351430,TDU31960,3,2,2,0,4
2351432,TDU31962,4,4,1,0,5
2351437,TDU31965,1,4,1,0,5
2351448,TDU31974,4,4,1,0,5
2351451,TDU25911G,24,23,2,0,25
2351453,TDU25912G,1,12,0,0,12
2351455,TDU31976,3,2,2,0,4
2351458,TDU25915G,65,50,0,0,50
2351461,TDU31979,4,4,1,0,5
2351472,TDU31984,4,4,1,0,5
2351479,TDU25924G,24,16,0,0,16
2351480,TDU25925G,24,16,0,0,16
2351506,TDU25937G,36,35,2,0,37
2351510,TDU32006,5,4,1,1,6
2351512,TDU32008,2,2,1,0,3
2351517,TDU25941G,20,19,2,0,21
2351526,TDU32018,4,4,0,1,5
2351536,TDU32023,3,3,1,0,4
2351559,TDU25953G,78,74,1,0,75
2351565,TDU32044,3,3,1,0,4
2351568,TDU32045,1,2,0,0,2
2351600,TDU32070,5,4,3,0,7
2351601,TDU25965G,16,15,0,0,15
2351608,TDU32075,3,5,1,0,6
2351617,TDU32080,4,4,2,0,6
2351626,TDU32088,2,2,1,0,3
2351629,TDU32091,1,2,0,0,2
2351636,TDU25974G,9,6,5,0,11
2351654,TDU32113,5,5,2,0,7
2351681,TDU32135,6,6,0,1,7
2351692,TDU32144,2,2,0,1,3
2351697,TDU32148,2,2,0,1,3
2351707,TDU25989G,1,40,0,0,40
2351716,TDU32160,2,5,2,0,7
2351720,TDU32164,6,5,2,0,7
2351721,TDU32165,2,5,2,0,7
2351723,TDU32167,2,5,2,0,7
2351758,TDU32197,6,6,0,1,7
2351761,TDU32200,2,2,0,1,3
2351762,TDU25996G,40,30,0,0,30
2351768,TDU32203,6,6,0,1,7
2351785,TDU32214,2,2,0,1,3
2351787,TDU26006G,25,20,0,0,20
2351791,TDU26010G,1,16,0,0,16
2351792,TDU26011G,1,15,0,0,15
2351797,TDU32219,2,2,1,0,3
2351800,TDU26013G,54,60,0,0,60
2351817,TDU26019G,1,21,4,0,25
2351829,TDU32244,1,2,0,0,2
2351837,TDU32248,4,4,1,1,6
2351841,TDU32252,4,4,2,0,6
2351846,TDU32256,4,5,0,0,5
2351849,TDU32257,4,4,1,0,5
2351873,TDU32274,8,10,0,0,10
2351883,TDU32281,10,20,0,0,20
2351894,TDU32291,2,4,1,0,5
2351901,TDU32295,2,2,1,0,3
2351905,TDU32299,2,2,1,0,3
2351921,TDU32314,5,4,2,0,6
2351927,TDU32315,8,7,1,2,10
2351949,TDU32333,6,5,0,0,5
2351964,TDU26054G,13,12,2,0,14
2351994,TDU32362,2,2,0,1,3
2351995,TDU32363,7,6,2,0,8
2352004,TDU32371,6,5,1,1,7
2352017,TDU26071G,14,14,1,0,15
2352021,TDU32382,6,6,2,0,8
2352022,TDU32383,3,2,2,0,4
2352024,TDU32385,3,2,2,0,4
2352034,TDU32393,6,4,3,0,7
2352037,TDU26076G,18,17,0,0,17
2352045,TDU32402,2,2,1,0,3
2352051,TDU32406,2,2,1,0,3
2352085,TDU26087G,17,17,0,1,18
2352096,TDU32441,4,4,0,1,5
2352100,TDU32444,2,2,0,1,3
2352108,TDU26095G,19,21,0,0,21
2352116,TDU32451,5,2,1,0,3
2352130,TDU26103G,9,10,2,0,12
2352140,TDU32468,6,6,2,0,8
2352184,TDU26117G,20,15,0,0,15
2352205,TDU32515,6,5,3,0,8
2352224,TDU32534,3,3,1,0,4
2352239,TDU32542,5,12,0,0,12
2352243,TDU32545,5,7,0,0,7
2352264,TDU26142G,30,8,0,0,8
2352273,TDU32563,6,8,0,0,8
2352281,TDU32570,6,6,3,0,9
2352282,TDU32571,6,6,3,0,9
2352313,TDU32596,6,6,1,0,7
2352318,TDU26154G,20,15,0,0,15
2352322,TDU26157G,8,8,3,0,11
2352328,TDU26158G,19,18,2,1,21
2352344,TDU32610,5,5,1,0,6
2352359,TDU26174G,20,50,0,0,50
2352368,TDU32625,3,3,1,0,4
2352369,TDU26178G,10,8,5,0,13
2352375,TDU32629,3,2,1,1,4
2352419,TDU32661,7,6,2,0,8
2352425,TDU26194G,16,14,5,1,20
2352435,TDU32674,3,3,1,0,4
2352441,TDU32677,4,5,1,0,6
2352443,TDU32679,6,4,4,0,8
2352462,TDU26201G,12,11,1,1,13
2352466,TDU32698,4,4,1,0,5
2352483,TDU32704,2,4,0,0,4
2352497,TDU32716,3,3,1,0,4
2352514,TDU32731,7,6,1,1,8
2352526,TDU32743,3,2,1,1,4
2352528,TDU32745,3,2,1,1,4
2352529,TDU32746,3,2,1,1,4
2352549,TDU32763,4,4,1,0,5
2352571,TDU32781,9,9,0,2,11
2352573,TDU32783,5,4,3,0,7
2352585,TDU26225G,9,9,2,0,11
2352599,TDU32803,3,3,0,1,4
2352623,TDU32825,3,2,2,0,4
2352624,TDU32826,3,2,2,0,4
2352629,TDU26234G,22,21,2,0,23
2352651,TDU32844,6,4,4,0,8
2352684,TDU32874,4,4,1,0,5
2352690,TDU32879,2,2,1,0,3
2352692,TDU32881,3,3,0,1,4
2352693,TDU32882,3,3,0,1,4
2352713,TDU26250G,20,20,2,0,22
2352717,TDU26252G,25,50,0,0,50
2352750,TDU32925,2,2,1,0,3
2352755,TDU26261G,18,16,3,0,19
2352759,TDU32931,9,8,2,1,11
2352768,TDU32938,7,7,2,0,9
2352772,TDU26265G,9,9,2,0,11
2352775,TDU32944,8,8,2,0,10
2352780,TDU26269G,19,19,1,0,20
2352793,TDU26276G,22,22,1,0,23
2352825,TDU26291G,45,40,0,0,40
2352835,TDU32977,5,4,2,0,6
2352849,TDU32991,2,2,1,0,3
2352866,TDU33008,3,3,0,1,4
2352872,TDU26294G,20,14,0,0,14
2352873,TDU26295G,20,19,2,0,21
2352877,TDU33015,7,6,3,0,9
2352878,TDU33016,7,6,3,0,9
2352884,TDU33019,2,2,1,0,3
2352885,TDU33020,2,2,1,0,3
2352908,TDU33041,2,2,1,0,3
2352925,TDU33053,5,4,2,0,6
2352927,TDU33055,2,2,1,0,3
2352947,TDU33069,7,7,1,0,8
2352968,TDU26317G,12,12,0,1,13
2352973,TDU33090,2,2,1,0,3
2352976,TDU26318G,20,20,1,0,21
2353004,TDU33119,2,4,0,0,4
2353005,TDU33120,2,5,0,0,5
2353047,TDU26326G,12,12,2,0,14
2353065,TDU33173,3,3,1,0,4
2353085,TDU33186,2,3,0,0,3
2353089,TDU26337G,9,8,4,0,12
2353098,TDU33193,4,2,2,1,5
2353105,TDU33198,4,8,0,0,8
2353117,TDU26344G,11,8,4,0,12
2353125,TDU33213,3,2,2,0,4
2353126,TDU33214,2,2,1,0,3
2353131,TDU26347G,9,9,2,0,11
2353145,TDU33232,2,4,1,0,5
2353150,TDU33236,2,2,1,0,3
2353155,TDU33240,6,6,1,0,7
2353177,TDU33261,5,4,2,0,6
2353186,TDU33263,2,2,1,0,3
2353187,TDU26358G,20,19,2,0,21
2353214,TDU26362G,25,25,1,0,26
2353232,TDU26371G,8,6,5,0,11
2353237,TDU33299,4,4,1,0,5
2353242,TDU33301,2,3,0,0,3
2353247,TDU33306,4,10,0,0,10
2353259,TDU26376G,14,12,3,1,16
2353283,TDU33340,3,2,2,0,4
2353290,TDU33346,3,3,1,0,4
2353294,TDU33348,6,6,0,2,8
2353308,TDU33356,2,2,0,1,3
2353314,TDU26387G,10,10,1,0,11
2353318,TDU33364,4,6,1,0,7
2353322,TDU26389G,13,12,3,1,16
2353325,TDU33370,3,3,0,1,4
2353327,TDU33371,5,2,0,0,2
2353333,TDU26392G,9,6,5,0,11
2353337,TDU26393G,9,6,5,0,11
2353371,TDU33410,5,5,1,0,6
2353376,TDU33415,2,3,0,0,3
2353384,TDU33421,6,5,2,0,7
2353411,TDU33437,3,2,2,0,4
2353426,TDU33449,2,2,0,1,3
2353431,TDU33454,4,4,1,0,5
2353464,TDU26416G,40,35,3,0,38
2353467,TDU33485,4,4,0,1,5
2353474,TDU33491,2,2,1,0,3
2353477,TDU33494,2,2,1,0,3
2353483,TDU33499,2,2,0,1,3
2353508,TDU33516,3,3,1,0,4
2353536,TDU33542,4,4,1,0,5
2353537,TDU33543,4,4,1,0,5
2353543,TDU33547,8,6,0,0,6
2353561,TDU26432G,17,15,3,0,18
2353604,TDU33592,2,2,1,0,3
2353607,TDU33595,2,2,0,1,3
2353609,TDU33597,3,2,2,0,4
2353612,TDU33600,10,14,0,0,14
2353630,TDU33618,3,2,2,0,4
2353661,TDU26453G,20,35,0,0,35
2353663,TDU26454G,20,35,0,0,35
2353670,TDU33650,4,4,1,0,5
2353697,TDU33675,2,3,0,0,3
2353705,TDU33683,3,3,1,0,4
2353709,TDU33686,4,4,2,0,6
2353712,TDU33687,4,4,1,1,6
2353716,TDU33690,2,2,1,0,3
2353727,TDU33701,4,4,1,0,5
2353733,TDU33704,4,9,0,0,9
2353741,TDU33710,2,2,0,1,3
2353743,TDU33712,5,5,1,0,6
2353746,TDU33715,2,2,1,0,3
2353747,TDU33716,2,2,1,0,3
2353761,TDU26469G,15,20,0,0,20
2353805,TDU33762,2,2,1,0,3
2353808,TDU33765,6,6,2,0,8
2353811,TDU33768,4,4,2,0,6
2353818,TDU33775,3,2,2,0,4
2353829,TDU33786,3,2,2,0,4
2353830,TDU26478G,9,7,5,0,12
2353855,TDU26480G,10,9,2,0,11
2353857,TDU33811,2,2,1,0,3
2353858,TDU33812,2,2,1,0,3
2353865,TDU33816,2,2,0,1,3
2353875,TDU33826,2,2,1,0,3
2353884,TDU26488G,12,16,0,0,16
2353899,TDU33840,10,15,0,0,15
2353906,TDU33845,2,2,1,0,3
2353915,TDU33851,6,6,0,1,7
2353919,TDU26499G,13,12,2,0,14
2353933,TDU33867,6,6,2,0,8
2353976,TDU33903,4,4,1,0,5
2353977,TDU33904,4,4,1,0,5
2353978,TDU26508G,20,25,0,0,25
2353995,TDU33919,4,4,0,1,5
2353996,TDU26511G,10,10,1,0,11
2354001,TDU33923,2,2,1,0,3
2354009,TDU26513G,10,10,1,0,11
2354017,TDU33937,5,5,2,1,8
2354021,TDU33941,7,14,0,0,14
2354022,TDU26515G,7,14,0,0,14
2354045,TDU33962,3,2,2,0,4
2354046,TDU33963,3,2,2,0,4
2354065,TDU33976,3,2,2,0,4
2354074,TDU33982,3,2,2,0,4
2354082,TDU33990,5,5,3,0,8
2354086,TDU33994,2,2,1,0,3
2354104,TDU26529G,30,30,1,0,31
2354106,TDU26530G,30,30,1,0,31
2354130,TDU26537G,13,10,4,0,14
2354131,TDU26538G,13,10,4,0,14
2354152,TDU34037,4,2,2,1,5
2354169,TDU34048,2,2,1,0,3
2354170,TDU34049,4,4,1,1,6
2354171,TDU26556G,15,10,3,0,13
2354172,TDU26557G,15,10,3,0,13
2354179,TDU34056,3,2,2,0,4
2354182,TDU26558G,12,10,3,0,13
2354192,TDU26566G,29,19,0,0,19
2354202,TDU34067,3,2,2,0,4
2354208,TDU34072,3,3,0,1,4
2354216,TDU26572G,10,11,0,0,11
2354217,TDU26573G,10,11,0,0,11
2354248,TDU34099,6,6,3,0,9
2354251,TDU34102,6,6,1,0,7
2354255,TDU34104,6,6,1,0,7
2354279,TDU34124,2,2,1,0,3
2354310,TDU26595G,15,15,1,0,16
2354341,TDU34174,3,2,2,0,4
2354344,TDU34177,4,6,0,0,6
2354376,TDU34200,2,4,0,0,4
2354381,TDU34205,2,2,1,0,3
2354382,TDU34206,2,2,1,0,3
2354395,TDU34217,5,4,2,0,6
2354396,TDU34218,3,2,2,0,4
2354427,TDU26620G,12,10,0,0,10
2354471,TDU34277,2,2,2,0,4
2354472,TDU34278,2,2,2,0,4
2354509,TDU26631G,12,10,5,0,15
2354510,TDU26632G,17,10,9,0,19
2354518,TDU34320,2,2,1,0,3
2354520,TDU34322,2,2,1,0,3
2354582,TDU34373,2,2,1,0,3
2354616,TDU34400,6,5,0,0,5
2354631,TDU34414,2,2,1,0,3
2354661,TDU26660G,60,48,0,0,48
2354663,TDU26661G,14,15,1,0,16
2354668,TDU34439,2,2,1,0,3
2354698,TDU34457,6,6,1,1,8
2354703,TDU34462,3,2,1,1,4
2354720,TDU26680G,10,13,0,0,13
2354728,TDU34481,2,2,1,0,3
2354734,TDU26682G,10,10,1,0,11
2354750,TDU34502,3,6,2,0,8
2354772,TDU26690G,16,15,2,0,17
2354773,TDU34517,7,7,1,0,8
2354793,TDU34534,4,3,2,0,5
2354811,TDU26698G,15,10,0,0,10
2354827,TDU34563,2,2,0,1,3
2354844,TDU34577,3,3,1,0,4
2354855,TDU34585,4,4,1,1,6
2354859,TDU34589,3,2,2,0,4
2354869,TDU26705G,14,14,1,0,15
2354892,TDU26711G,13,20,0,0,20
2354915,TDU34632,2,2,0,1,3
2354955,TDU34663,6,6,1,0,7
2354963,TDU26729G,20,20,1,0,21
2354967,TDU26731G,24,24,3,0,27
2354981,TDU34682,5,5,0,1,6
2354990,TDU34687,10,10,0,1,11
2354991,TDU26738G,10,8,3,1,12
2354992,TDU26739G,10,8,3,1,12
2354993,TDU34688,5,4,0,0,4
2355006,TDU34700,5,5,0,1,6
2355008,TDU34702,9,9,1,0,10
2355025,TDU34715,6,6,0,2,8
2355037,TDU34726,3,2,0,0,2
2355049,TDU34735,4,6,0,0,6
2355071,TDU34749,1,2,0,0,2
2355078,TDU34752,3,2,2,0,4
2355094,TDU34763,3,2,2,0,4
2355099,TDU26766G,13,10,2,0,12
2355118,TDU34782,5,5,0,1,6
2355123,TDU34787,2,2,0,1,3
2355145,TDU34800,3,4,0,0,4
2355160,TDU34812,3,2,2,0,4
2355161,TDU34813,4,4,0,1,5
2355170,TDU34818,5,5,0,1,6
2355183,TDU34830,3,3,1,0,4
2355186,TDU34833,4,3,2,0,5
2355188,TDU34835,3,4,0,0,4
2355197,TDU34842,4,4,1,1,6
2355205,TDU34849,2,2,1,0,3
2355213,TDU34857,9,9,0,1,10
2355219,TDU34863,2,8,2,0,10
2355225,TDU34869,3,3,1,0,4
2355228,TDU34872,5,5,2,1,8
2355231,TDU34875,2,2,1,0,3
2355243,TDU34881,2,2,1,0,3
2355250,TDU34886,4,4,1,0,5
2355253,TDU34888,2,2,0,1,3
2355257,TDU34892,3,2,2,0,4
2355260,TDU26800G,17,12,0,0,12
2355263,TDU34896,3,2,2,0,4
2355280,TDU34913,4,2,0,0,2
2355281,TDU34914,2,2,0,1,3
2355282,TDU34915,3,2,2,0,4
2355290,TDU34922,4,3,0,0,3
2355291,TDU34923,2,2,1,0,3
2355307,TDU34936,6,6,1,1,8
2355313,TDU34942,3,3,1,0,4
2355323,TDU26807G,21,11,0,0,11
2355326,TDU34953,2,2,1,0,3
2355341,TDU34964,3,2,2,0,4
2355357,TDU34978,4,2,0,0,2
2355377,TDU34993,2,2,1,0,3
2355389,TDU35002,2,4,0,0,4
2355390,TDU26822G,27,25,0,0,25
2355398,TDU26828G,11,8,4,0,12
2355421,TDU35017,5,4,2,0,6
2355435,TDU35027,2,4,0,0,4
2355436,TDU35028,3,2,1,1,4
2355441,TDU35033,4,6,0,0,6
2355458,TDU35050,4,2,0,0,2
2355474,TDU35063,2,2,1,0,3
2355476,TDU35065,2,2,1,0,3
2355499,TDU26857G,8,7,4,0,11
2355526,TDU26868G,14,10,2,0,12
2355539,TDU35099,6,2,0,0,2
2355562,TDU26883G,13,12,2,0,14
2355567,TDU35118,8,11,0,0,11
2355568,TDU35119,5,5,0,1,6
2355572,TDU35123,2,3,0,0,3
2355586,TDU35135,6,5,3,0,8
2355605,TDU35154,6,6,2,0,8
2355614,TDU35163,6,5,2,0,7
2355619,TDU26889G,525,356,0,0,356
2355625,TDU26890G,40,46,0,0,46
2355646,TDU26901G,20,15,0,0,15
2355648,TDU35181,9,11,0,0,11
2355650,TDU35182,10,15,0,0,15
2355656,TDU35188,3,2,2,0,4
2355689,TDU26908G,8,11,0,0,11
2355697,TDU35222,7,6,2,0,8
2355704,TDU35228,2,2,2,0,4
2355710,TDU35230,6,5,3,0,8
2355722,TDU35242,6,6,1,0,7
2355743,TDU35258,3,2,2,0,4
2355744,TDU35259,8,2,0,0,2
2355756,TDU35269,7,6,2,0,8
2355780,TDU35282,7,6,2,0,8
2355783,TDU26935G,20,22,0,0,22
2355785,TDU35283,4,4,1,0,5
2355815,TDU35307,2,2,0,1,3
2355851,TDU35335,6,6,3,0,9
2355852,TDU26951G,8,8,4,0,12
2355859,TDU35341,4,4,0,1,5
2355886,TDU35365,8,6,3,0,9
2355921,TDU35388,4,3,2,0,5
2355928,TDU35393,4,6,4,0,10
2355940,TDU35405,7,7,0,1,8
2356032,TDU35471,7,7,1,0,8
2356047,TDU35482,7,7,1,0,8
2356051,TDU35486,4,4,1,0,5
2356053,TDU35488,4,4,1,0,5
2356055,TDU27000G,8,7,4,0,11
2356078,TDU35505,6,5,2,0,7
2356080,TDU35507,6,5,2,0,7
2356081,TDU35508,6,5,2,0,7
2356082,TDU35509,6,5,2,0,7
2356099,TDU27014G,10,25,0,0,25
2356122,TDU27024G,22,22,1,0,23
2356123,TDU27025G,22,22,1,0,23
2356125,TDU35534,2,2,1,0,3
2356128,TDU35537,3,2,2,0,4
2356132,TDU35541,4,4,0,1,5
2356133,TDU35542,8,10,0,0,10
2356137,TDU35546,2,5,2,0,7
2356138,TDU35547,6,5,2,0,7
2356140,TDU35549,2,5,0,0,5
2356174,TDU35573,3,2,2,0,4
2356180,TDU35578,4,9,0,0,9
2356198,TDU35589,2,2,1,0,3
2356217,TDU27049G,10,10,2,0,12
2356230,TDU35613,2,3,0,0,3
2356231,TDU35614,2,2,0,1,3
2356232,TDU35615,4,4,1,0,5
2356233,TDU35616,5,4,2,0,6
2356237,TDU35620,6,5,2,0,7
2356259,TDU35638,5,4,2,0,6
2356261,TDU35640,2,3,0,0,3
2356274,TDU35652,2,6,0,0,6
2356308,TDU35681,9,8,1,1,10
2356309,TDU35682,5,5,1,0,6
2356314,TDU35685,4,11,0,0,11
2356319,TDU35690,3,2,2,0,4
2356323,TDU35694,2,2,1,0,3
2356324,TDU35695,2,2,0,1,3
2356389,TDU27085G,40,45,0,0,45
2356406,TDU35747,3,2,2,0,4
2356422,TDU35762,6,5,2,0,7
2356423,TDU35763,6,5,2,0,7
2356442,TDU35777,5,4,2,0,6
2356449,TDU27104G,13,10,3,1,14
2356472,TDU35800,8,8,2,0,10
2356473,TDU35801,7,7,1,0,8
2356491,TDU35809,6,6,0,1,7
2356502,TDU35820,6,6,1,0,7
2356525,TDU27122G,11,9,3,0,12
2356529,TDU27123G,11,10,2,0,12
2356533,TDU35844,3,2,2,0,4
2356538,TDU35849,4,4,2,0,6
2356539,TDU27124G,11,10,2,0,12
2356544,TDU35854,2,4,0,0,4
2356548,TDU35858,6,4,3,0,7
2356549,TDU35859,6,5,2,0,7
2356550,TDU35860,6,5,2,0,7
2356551,TDU35861,6,5,2,0,7
2356552,TDU35862,6,5,2,0,7
2356553,TDU35863,6,5,2,0,7
2356554,TDU35864,6,5,2,0,7
2356569,TDU35870,4,4,2,0,6
2356595,TDU35889,3,2,2,0,4
2356601,TDU35894,4,3,2,0,5
2356606,TDU27143G,15,11,0,0,11
2356620,TDU35911,5,5,0,1,6
2356631,TDU35918,2,2,1,0,3
2356650,TDU35934,3,2,0,0,2
2356654,TDU35938,4,1,0,0,1
2356666,TDU35948,4,4,1,0,5
2356696,TDU27159G,20,25,0,0,25
2356710,TDU27169G,40,47,0,0,47
2356715,TDU35978,6,5,0,0,5
2356719,TDU35982,2,34,0,0,34
2356722,TDU35985,3,4,0,1,5
2356755,TDU36010,3,2,2,0,4
2356761,TDU36012,4,6,1,0,7
2356764,TDU36015,5,5,0,1,6
2356784,TDU36029,8,12,0,0,12
2356805,TDU27196G,8,12,0,0,12
2356842,TDU36066,3,2,2,0,4
2356846,TDU36070,8,7,2,1,10
2356850,TDU36073,4,6,0,0,6
2356979,TDU36170,2,2,1,0,3
2356995,TDU36180,4,4,1,0,5
2357001,TDU27250G,9,9,2,0,11
2357003,TDU36187,2,3,0,0,3
2357021,TDU27253G,30,20,0,0,20
2357022,TDU27254G,40,39,2,0,41
2357052,TDU36225,2,2,1,0,3
2357099,TDU36251,5,5,1,0,6
2357104,TDU36255,7,6,2,0,8
2357106,TDU36257,3,2,2,0,4
2357136,TDU36277,2,2,0,1,3
2357138,TDU36279,4,4,1,0,5
2357164,TDU36304,5,4,2,0,6
2357170,TDU36309,2,2,1,0,3
2357172,TDU36311,3,2,2,0,4
2357173,TDU36312,2,2,1,0,3
2357181,TDU27300G,40,39,2,0,41
2357182,TDU27301G,40,39,2,0,41
